dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,4.542486,3.898330,10.000000,1000.000000,50000.000000,2500000.000000,1.682169
0.020000,17.194462,4.149870,22.654476,632.723820,-18363.809010,-3418190.450511,4.958662
0.020000,13.237502,-0.840181,29.023004,318.426370,-15714.872479,132446.826560,3.053585
0.020000,13.237502,-0.840181,29.023004,0.000000,-15921.318511,-10322.301588,3.053585
