dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,6.530095,4.120615,10.000000,1000.000000,50000.000000,2500000.000000,1.682169
0.020000,15.254807,3.662287,24.252335,425.233549,-28738.322532,-3936916.126611,4.958662
0.020000,13.413290,1.152078,28.504671,0.000000,-21261.677468,373832.253222,3.053585
0.020000,13.413290,1.152078,28.504671,0.000000,0.000000,1063083.873389,3.053585
